Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
17.0,1.0,2022,0,1,169.34,338.88,13.31,2.53,1.34,10.23,338.0
1.0,3.0,2023,0,3,53.83,196.17,16.92,7.87,0.62,36.82,170.0
29.0,11.0,2022,0,2,106.72,540.39,69.57,11.69,2.69,9.69,360.0
25.0,8.0,2024,1,7,15.18,69.35,40.45,36.39,0.53,34.6,51.0
24.0,10.0,2021,1,7,85.65,173.32,10.92,3.71,0.82,32.16,187.0
2.0,10.0,2022,1,7,33.73,150.88,10.09,9.97,0.53,11.24,141.0
22.0,1.0,2022,0,6,146.49,170.95,9.65,9.0,1.93,19.13,365.0
4.0,8.0,2022,0,4,34.65,89.03,9.78,26.41,0.77,52.75,99.0
15.0,11.0,2021,0,1,224.86,283.28,12.06,7.76,2.16,26.84,374.0
3.0,12.0,2022,0,6,311.79,534.61,58.04,5.87,3.41,45.73,411.0
10.0,7.0,2024,0,3,62.21,178.49,54.44,35.96,1.76,30.56,140.0
27.0,8.0,2023,1,7,54.27,211.46,14.94,18.75,0.32,57.6,186.0
15.0,9.0,2023,0,5,22.74,63.34,25.52,20.06,0.62,53.99,76.0
17.0,6.0,2024,1,1,73.52,190.0,20.71,38.74,0.84,62.7,163.0
29.0,11.0,2023,0,3,87.44,302.04,53.13,24.76,1.6,8.17,197.0
12.0,9.0,2024,0,4,10.48,29.85,48.19,35.34,0.33,22.76,59.0
29.0,4.0,2022,0,5,267.08,391.34,54.89,41.51,1.34,63.83,413.0
16.0,11.0,2022,0,3,61.99,214.26,43.65,9.12,0.7,49.24,211.0
14.0,9.0,2023,0,4,33.82,101.62,47.74,20.25,0.88,64.67,104.0
10.0,9.0,2021,0,5,41.77,72.74,30.49,8.89,0.58,38.25,77.0
6.0,10.0,2021,0,3,45.09,92.96,28.48,9.52,0.69,20.95,85.0
22.0,2.0,2024,0,4,41.13,158.72,31.17,24.65,0.44,28.71,146.0
8.0,9.0,2022,0,4,71.15,154.82,8.77,6.08,0.7,70.41,222.0
4.0,10.0,2024,0,5,49.71,191.81,52.03,42.0,0.57,31.99,174.0
7.0,3.0,2024,0,4,39.2,161.43,30.67,21.29,0.63,33.31,143.0
20.0,10.0,2023,0,5,58.73,179.71,45.91,19.83,0.66,14.48,159.0
21.0,12.0,2022,0,3,81.9,296.64,41.85,5.38,1.11,41.98,214.0
9.0,10.0,2021,0,6,79.29,214.39,52.39,7.74,1.22,37.67,181.0
2.0,12.0,2024,0,1,77.27,291.8,53.33,59.72,1.33,39.1,220.0
2.0,12.0,2021,0,4,278.37,325.51,10.65,6.02,1.91,31.07,429.0
5.0,6.0,2023,0,1,48.77,171.74,21.17,7.14,1.0,35.29,148.0
20.0,2.0,2024,0,2,152.51,267.95,44.29,24.34,0.76,27.76,219.0
13.0,3.0,2022,1,7,106.78,208.46,34.5,8.05,0.8,8.36,220.0
30.0,12.0,2023,0,6,98.49,395.9,34.12,21.92,1.37,19.13,390.0
9.0,4.0,2022,0,6,237.21,374.81,10.19,84.44,1.19,32.07,292.0
13.0,7.0,2023,0,4,37.13,80.28,17.46,2.59,0.59,36.34,72.0
22.0,6.0,2024,0,6,84.39,172.96,54.91,32.99,1.33,56.11,169.0
4.0,7.0,2024,0,4,39.3,89.27,47.7,35.15,0.9,30.15,60.0
6.0,10.0,2023,0,5,77.25,243.12,28.33,19.49,1.14,65.62,192.0
26.0,10.0,2021,0,2,63.12,127.72,44.68,4.75,1.25,39.95,98.0
22.0,4.0,2022,0,5,71.85,188.81,49.96,42.0,0.68,70.31,188.0
29.0,2.0,2024,0,4,43.28,167.64,38.41,26.58,0.49,29.55,138.0
29.0,5.0,2022,1,7,82.9,207.85,37.04,18.58,1.21,29.13,196.0
3.0,1.0,2021,1,7,225.07,239.04,170.95,10.93,1.4,44.29,263.0
31.0,7.0,2023,0,1,36.02,105.12,31.23,15.43,0.52,29.79,94.0
9.0,5.0,2022,0,1,103.11,152.61,2.81,26.07,0.84,86.57,267.0
15.0,11.0,2022,0,2,69.63,244.25,50.08,9.16,1.07,36.35,200.0
4.0,12.0,2022,1,7,249.33,468.77,48.85,3.93,1.98,35.75,408.0
9.0,7.0,2021,0,5,40.09,95.93,36.45,7.87,0.72,33.01,133.0
26.0,11.0,2024,0,2,93.03,318.38,32.67,57.48,1.17,35.56,315.0
17.0,7.0,2022,1,7,48.54,43.11,19.08,23.53,0.37,84.03,96.0
